Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - Factorymarket,https://www.crunchbase.com/funding_round/factorymarket-series-a--511f8360,Factorymarket,https://www.crunchbase.com/organization/factorymarket,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-06-25,Early Stage Venture,,,,Yes,"Factorymarket is a German retail platform that offers a range of products, from cosmetics to electronics, and housewares to car accessories.","Consumer Goods, Delivery Service, E-Commerce, Mobile Apps, Retail",,https://factorymarket.com,,,,,Early Stage Venture,2,,La Famiglia,1,,"531,698"
Debt Financing - RatePAY,https://www.crunchbase.com/funding_round/ratepay-debt-financing--db7ecc9d,RatePAY,https://www.crunchbase.com/organization/ratepay,Debt Financing,"Berlin, Berlin, Germany, Europe",83000000,EUR,94559200,2018-11-29,,,,,No,RatePAY offers secure payment solutions for online trading.,"E-Commerce, Financial Services, Internet, Payments, Trading Platform",,https://www.ratepay.com,$100M to $500M,83000000,EUR,94559200,M&A,1,NIBC Bank N.V.,NIBC Bank N.V.,1,,"532,369"
Pre Seed Round - Flux Market,https://www.crunchbase.com/funding_round/flux-market-pre-seed--da7778ec,Flux Market,https://www.crunchbase.com/organization/flux-market,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-03-01,Seed,,,,Yes,The first app for derivates on startups.,"Blockchain, Cryptocurrency, Finance, Prediction Markets",,https://www.fluxprotocol.org/,$1M to $10M,,,,Seed,3,,,,,"559,578"
Series A - HotelFriend,https://www.crunchbase.com/funding_round/hotelfriend-series-a--93a56103,HotelFriend,https://www.crunchbase.com/organization/hotelfriend,Series A,"Berlin, Berlin, Germany, Europe",6000000,EUR,7387971,2018-04-01,Early Stage Venture,,,,Yes,HotelFriend is a cloud property management system for hotels allows an innovative & effective way to order services via Guest-App,"Hospitality, Hotel, Information and Communications Technology (ICT), Restaurants, SaaS, Software, Tourism, Travel",,https://hotelfriend.com,$1M to $10M,6900000,EUR,8365211,Early Stage Venture,2,,,,,"601,004"
Series A - Yilu,https://www.crunchbase.com/funding_round/yilu-series-a--f40e6e74,Yilu,https://www.crunchbase.com/organization/yilu,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-06-23,Early Stage Venture,,,,Yes,Yilu is a smart travel platform that enables reliable travel experiences.,Travel,,http://www.yiluhub.com,$1M to $10M,,,,Early Stage Venture,1,Lufthansa,Lufthansa,1,,"561,012"
Grant - Sciencemap,https://www.crunchbase.com/funding_round/sciencemap-grant--406c525d,Sciencemap,https://www.crunchbase.com/organization/sciencemap,Grant,"Berlin, Berlin, Germany, Europe",52000,EUR,60676,2018-06-01,,,,,No,Sciencemap is accelerating R&D by linking knowledge using NLP and Deep Learning and representing it in knowledge graphs.,"Artificial Intelligence (AI), EdTech, Information Technology, Knowledge Management",,https://sciencemap.app/,,187000,EUR,215406,,2,,,,,"562,583"
Series A - Honeypot,https://www.crunchbase.com/funding_round/honeypot-series-a--92fb1af2,Honeypot,https://www.crunchbase.com/organization/honeypot,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-06-30,Early Stage Venture,,,,Yes,"Honeypot is Europe's developer-focused job platform, matching tech talent with companies.","Information Services, Information Technology, Recruiting",,https://www.honeypot.io/,$1M to $10M,,,,M&A,1,,H.I. Capital,1,,"602,196"
Seed Round - omni:us,https://www.crunchbase.com/funding_round/omnius-seed--c669306f,omni:us,https://www.crunchbase.com/organization/omnius,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-03-20,Seed,,,,Yes,omni:us is the leading provider of intelligent insurance claim automation.,"Artificial Intelligence (AI), Computer Vision, Information Technology, Insurance, InsurTech, Software, Software Engineering",,http://omnius.com/,Less than $1M,58364315,USD,58364315,Early Stage Venture,8,,"Baloise Strategic Ventures, Plug and Play, Plug and Play Insurtech",3,,"618,362"
Funding Round - The Prepared,https://www.crunchbase.com/funding_round/the-prepared-undisclosed--1a156f6a,The Prepared,https://www.crunchbase.com/organization/the-prepared,Funding Round,"Berlin, Berlin, Germany, Europe",,,,2018-12-01,,,,,Yes,The Prepared is a collection of guides and information platform.,Public Safety,,https://theprepared.com/,,,,,,1,,Kristian Andersen,1,,"572,359"
Post-IPO Equity - Elanix Biotechnologies,https://www.crunchbase.com/funding_round/elanix-biotechnologies-post-ipo-equity--0f86438a,Elanix Biotechnologies,https://www.crunchbase.com/organization/elanix-biotechnologies,Post-IPO Equity,"Berlin, Berlin, Germany, Europe",2500000,EUR,3020436,2018-04-30,,,,,Yes,Elanix Biotechnologies is a life sciences company that specializes in tissue regeneration products.,"Biotechnology, Health Care, Life Science",,https://elanixbiotechnologies.com,Less than $1M,4000000,EUR,4693050,IPO,2,,,,,"530,022"
Seed Round - Pyramics,https://www.crunchbase.com/funding_round/pyramics-seed--1a348aa9,Pyramics,https://www.crunchbase.com/organization/pyramics,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-07-01,Seed,,,,Yes,An intelligent optical sensor capturing anonymous data (metadata) about the shopping behavior and ad interactions of customers at the POS.,"Advertising, Analytics, Information Services, Information Technology, Retail, Retail Technology, Software",,https://pyramics.com/en/home_en/,$1M to $10M,,,,Seed,1,,,,,"585,713"
Pre Seed Round - Karl Karlo,https://www.crunchbase.com/funding_round/karl-karlo-pre-seed--470a4514,Karl Karlo,https://www.crunchbase.com/organization/karl-karlo,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,Seed,,,,Yes,Karl Karlo is a provider of healthy energy balls.,"Food and Beverage, Snack Food",,https://www.karlkarlo.com,,,,,M&A,1,,Robert Tech,1,,"585,930"
Seed Round - Super Izzy AI,https://www.crunchbase.com/funding_round/superizzyai-seed--47e91824,Super Izzy AI,https://www.crunchbase.com/organization/superizzyai,Seed,"Berlin, Berlin, Germany, Europe",240000,EUR,287265,2018-05-04,Seed,,,,Yes,"Super Izzy AI is a femtech chatbot that offers personalized health advice for women, based on data collection and contextual understanding.","Artificial Intelligence (AI), Chatbot, Data Collection and Labeling, Health Care, Medical, Wellness, Women's",,http://www.superizzy.ai,,240000,EUR,287265,Seed,2,"Lutz Haase, Startup Campus, Startupbootcamp Digital Health Berlin","Lutz Haase, Startup Campus, Startupbootcamp Digital Health Berlin",3,,"565,108"
Seed Round - INZMO,https://www.crunchbase.com/funding_round/inzmo-seed--7b53178d,INZMO,https://www.crunchbase.com/organization/inzmo,Seed,"Berlin, Berlin, Germany, Europe",3300000,USD,3300000,2018-07-11,Seed,,,,Yes,Ecosystem of insurance and financial services for the rental industry,"Apps, E-Commerce Platforms, Financial Services, Insurance, InsurTech, IT Infrastructure, Mobile",,http://www.inzmo.com,$1M to $10M,7871906,USD,7871906,Seed,5,Helvetia Venture Fund,Helvetia Venture Fund,1,,"577,781"
Seed Round - German Autolabs,https://www.crunchbase.com/funding_round/german-autolabs-seed--bbbc04db,German Autolabs,https://www.crunchbase.com/organization/german-autolabs,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-05-15,Seed,,,,Yes,German Autolabs empowers mobile workers in logistics with voice assistance.,"Automotive, Internet of Things, Last Mile Transportation, Logistics, Navigation",,http://germanautolabs.com,$1M to $10M,10000000,EUR,11314409,Early Stage Venture,7,,"GoBeyond, Penny Schiffer",2,1,"595,069"
Seed Round - AIPARK,https://www.crunchbase.com/funding_round/aipark-seed--0eb4f4a4,AIPARK,https://www.crunchbase.com/organization/aipark,Seed,"Berlin, Berlin, Germany, Europe",850000,EUR,982773,2018-09-07,Seed,,,,Yes,AIPARK provides live parking maps,,,https://aipark.io/,Less than $1M,1100000,EUR,1255488,Seed,3,Atlantic Labs,"Angel Invest, Atlantic Labs",2,1,"611,690"
Grant - Core Network Dynamics,https://www.crunchbase.com/funding_round/core-network-dynamics-grant--5f1ca2bb,Core Network Dynamics,https://www.crunchbase.com/organization/core-network-dynamics,Grant,"Berlin, Berlin, Germany, Europe",71429,EUR,83347,2018-06-01,,,,,No,"Core Network Dynamics develops OpenEPC, a complete core mobile network in software.",Software,,http://www.corenetdynamics.com/,$1M to $10M,71429,EUR,83347,,1,,EASME,1,,"598,347"
Series B - Asana Rebel,https://www.crunchbase.com/funding_round/asana-yoga-series-b--b379c731,Asana Rebel,https://www.crunchbase.com/organization/asana-yoga,Series B,"Berlin, Berlin, Germany, Europe",17400000,USD,17400000,2018-09-04,Early Stage Venture,,,,Yes,Asana Rebel is a young and growing startup committed to creating highly engaging health and fitness experiences.,"Apps, Fitness, Health Care, Lifestyle, Nutrition, Wellness",,http://www.asanarebel.com/,$1M to $10M,24800000,USD,24800000,Early Stage Venture,4,"Greycroft, Headline","Greycroft, Headline, HTGF | High-Tech Gruenderfonds",3,2,"603,578"
Seed Round - RAMPmedical,https://www.crunchbase.com/funding_round/rampmedical-seed--8b6be811,RAMPmedical,https://www.crunchbase.com/organization/rampmedical,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-07-23,Seed,,,,Yes,RAMPmedical is a therapy decision support webapp which brings research into medical practice.,"Biotechnology, Health Care",,https://www.rampmedical.com/,,,,,Seed,1,,Startupbootcamp Digital Health Berlin,1,,"580,332"
Seed Round - Snuk,https://www.crunchbase.com/funding_round/snuk-seed--3e49b605,Snuk,https://www.crunchbase.com/organization/snuk,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-05-28,Seed,,,,Yes,Infrastructure platform that enables smart buildings,"Apps, Information Technology, Infrastructure, Real Estate, Smart Building, Software",,https://www.snuk.io,,,,,Seed,1,,,,,"581,139"
Series A - Everphone,https://www.crunchbase.com/funding_round/everphone-series-a--e1a33d4a,Everphone,https://www.crunchbase.com/organization/everphone,Series A,"Berlin, Berlin, Germany, Europe",4375000,EUR,4965209,2018-12-05,Early Stage Venture,,,,Yes,"Everphone is a mobile device service center that offers configuration, distribution, and management solutions.","B2B, Electronics, Information Technology, Mobile Devices, Rental",,https://www.everphone.com,$50M to $100M,579893095,USD,579893095,Late Stage Venture,10,ApolloCapital,"Angel Invest, ApolloCapital",2,2,"607,450"
Pre Seed Round - Quarters,https://www.crunchbase.com/funding_round/quarters-pre-seed--3cdf7cfc,Quarters,https://www.crunchbase.com/organization/quarters,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-03-01,Seed,,,,Yes,Quarters offers a new and unique living experience that will connect people on similar journeys.,"Communities, Information Technology, PropTech",,https://quarters.com/,$1M to $10M,,,,M&A,2,,Joshua Senior,1,,"613,132"
Pre Seed Round - Civocracy,https://www.crunchbase.com/funding_round/civocracy-pre-seed--853eafb7,Civocracy,https://www.crunchbase.com/organization/civocracy,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-06-01,Seed,,,,Yes,"Civocracy offers a subscription-based solution to local governments, companies, and organizations.","CivicTech, Communities, Government, GovTech, Information Technology, Politics",,http://www.civocracy.com,,,,,Seed,5,,Impact51,1,1,"567,830"
Series B - CrossLend,https://www.crunchbase.com/funding_round/crosslend-series-b--13216177,CrossLend,https://www.crunchbase.com/organization/crosslend,Series B,"Berlin, Berlin, Germany, Europe",14000000,EUR,16267645,2018-09-06,Early Stage Venture,,,,Yes,CrossLend designs a cross-border marketplace lending platform that makes pan-European investments possible via a single platform.,"Commercial Lending, Credit, Finance, Financial Services, FinTech, Marketplace",,http://www.crosslend.com/,$10M to $50M,49000000,EUR,55027507,Early Stage Venture,7,"ABN AMRO Ventures, Earlybird Venture Capital","ABN AMRO Ventures, Earlybird Venture Capital, Lakestar, The Luxembourg Future Fund",4,1,"614,159"
Venture Round - Klang Games,https://www.crunchbase.com/funding_round/klang-games-series-unknown--e2b28592,Klang Games,https://www.crunchbase.com/organization/klang-games,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",5000000,USD,5000000,2018-03-19,,,,,Yes,Klang Games is an independent game development studio that develops next generation games.,"Android, Gaming, Information Technology, iOS, PC Games, Product Design, Software",,http://www.klang-games.com/,$10M to $50M,77280000,USD,77280000,Late Stage Venture,6,Makers Fund,"Firstminute Capital, Greylock, LVP, Makers Fund, Mosaic Ventures, Neoteny, Novator, Riot Games",8,2,"573,072"
Series A - Infarm,https://www.crunchbase.com/funding_round/infarm-series-a--ceb6f60a,Infarm,https://www.crunchbase.com/organization/infarm,Series A,"Berlin, Berlin, Germany, Europe",25000000,USD,25000000,2018-02-05,Early Stage Venture,,,,Yes,Infarm builds and distributes efficient vertical farms throughout cities.,"Agriculture, AgTech, Farming, Machine Learning",,https://infarm.com,$500M to $1B,604522397,USD,604522397,Late Stage Venture,12,Balderton Capital,"Balderton Capital, Cherry Ventures, LocalGlobe, Mons Investment, Quadia, Star Farm Ventures, TriplePoint Capital",7,2,"579,111"
Venture Round - Loopline Systems,https://www.crunchbase.com/funding_round/loopline-systems-series-unknown--a7dd54d6,Loopline Systems,https://www.crunchbase.com/organization/loopline-systems,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-08-09,,,,,Yes,"Loopline Systems is a company with focus on enabling a data-driven, potential-oriented approach to Human Resources based in Berlin, Germany.","Analytics, Employee Benefits, Human Resources, Information Services, Information Technology, Internet, Skill Assessment, Software",,http://www.loopline-systems.com/,,,,,,4,"Fawkes Ventures, STS Ventures","Fawkes Ventures, STS Ventures",2,,"582,839"
Angel Round - Edamama,https://www.crunchbase.com/funding_round/edamama-foods-angel--fda9ab79,Edamama,https://www.crunchbase.com/organization/edamama-foods,Angel,"Berlin, Berlin, Germany, Europe",250000,CHF,252437,2018-07-01,Seed,,,,Yes,Edamama offers pasta made from 100% organic beans and nutritional values.,"Food and Beverage, Nutrition, Organic Food",,http://www.edamama.de,$1M to $10M,1750000,CHF,1745706,Seed,3,,,,,"583,228"
Debt Financing - Tausendkind,https://www.crunchbase.com/funding_round/tausendkind-debt-financing--5cb57335,Tausendkind,https://www.crunchbase.com/organization/tausendkind,Debt Financing,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,,,,,No,Tausendkind operates as an e-commerce one-stop shop for infants up to the age of eight. ,"Children, E-Commerce, Fashion, Lifestyle, Shopping",,http://www.tausendkind.de/,$10M to $50M,15000000,EUR,18372491,M&A,6,,Armentum Partners,1,,"584,791"
Angel Round - The Female Company,https://www.crunchbase.com/funding_round/the-female-company-angel--1e15ca47,The Female Company,https://www.crunchbase.com/organization/the-female-company,Angel,"Berlin, Berlin, Germany, Europe",,,,2018-02-14,Seed,,,,Yes,Building Europe's leading femcare platform – from first period to menopause.,"Consumer Goods, Health Care, Health Diagnostics, Women's",,https://www.thefemalecompany.com/,$1B to $10B,,,,,4,,Yannick Frank,1,,"584,617"
Debt Financing - doctari,https://www.crunchbase.com/funding_round/doctari-debt-financing--24db0479,doctari,https://www.crunchbase.com/organization/doctari,Debt Financing,"Berlin, Berlin, Germany, Europe",,,,2018-07-17,,,,,No,doctari is the specialist healthcare staffing platform in the DACH region.,"Health Care, Hospital",,https://www.doctari.de,$50M to $100M,,,,M&A,1,Permira Credit,Permira Credit,1,,"584,661"
Seed Round - Beovita Vital,https://www.crunchbase.com/funding_round/beovita-vital-seed--305117a8,Beovita Vital,https://www.crunchbase.com/organization/beovita-vital,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,Seed,,,,Yes,Beovita Vital is provides health care products for gum problems.,"Dental, Health Care, Medical",,https://www.parodont-gel.de/,,,,,Seed,1,seed + speed Ventures,seed + speed Ventures,1,,"584,712"
Pre Seed Round - Linearity,https://www.crunchbase.com/funding_round/linearityhq-pre-seed--6735201e,Linearity,https://www.crunchbase.com/organization/linearityhq,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-03-23,Seed,,,,Yes,Linearity - Ideate. Design. Animate.,"Apps, iOS, Software",,https://linearity.io,Less than $1M,32009927,USD,32009927,Early Stage Venture,5,,,,,"584,974"
Venture Round - Newsenselab (M-sense),https://www.crunchbase.com/funding_round/m-sense-series-unknown--9c5d0cc3,Newsenselab (M-sense),https://www.crunchbase.com/organization/m-sense,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-01-24,,,,,Yes,M-sense is a certified medical app to combat migraines and headache,"Apps, Health Care, mHealth, Therapeutics",,https://www.m-sense.de/,,1575000,EUR,1752795,Seed,4,Think.Health,"HTGF | High-Tech Gruenderfonds, Think.Health",2,,"591,300"
Debt Financing - diva-e Digital Value Enterprise,https://www.crunchbase.com/funding_round/diva-e-digital-value-enterprise-debt-financing--5ac91e91,diva-e Digital Value Enterprise,https://www.crunchbase.com/organization/diva-e-digital-value-enterprise,Debt Financing,"Berlin, Berlin, Germany, Europe",,,,2018-03-16,,,,,No,"diva-e Digital Value Enterprise is the agency that understands digital business, performance marketing and operations alike.","Consulting, Internet, SEO, Web Development",,https://www.diva-e.com/,$50M to $100M,,,,M&A,1,Permira Credit,Permira Credit,1,2,"592,196"
